"File","Name","Imports","Lines"
"src\presentation\components\projects\ProjectCard.tsx","ProjectCard.tsx","2","266"
"src\presentation\components\projects\ProjectAnalysisCards.tsx","ProjectAnalysisCards.tsx","2","80"
"src\presentation\components\quality\QualityControlDashboard.tsx","QualityControlDashboard.tsx","2","435"
"src\presentation\components\procurement\ProcurementCostIntegration.tsx","ProcurementCostIntegration.tsx","2","773"
"src\presentation\components\tasks\index.ts","index.ts","2","11"
"src\infrastructure\storage\modules\BackupStorage.ts","BackupStorage.ts","3","430"
"src\utils\backupManager.ts","backupManager.ts","3","620"
"src\repository\relations.repository.ts","relations.repository.ts","3","25"
"src\infrastructure\storage\core\BaseStorage.ts","BaseStorage.ts","3","178"
"src\application\hooks\useDashboardMetrics.ts","useDashboardMetrics.ts","3","131"
"src\shared\utils\tender\tenderFilters.ts","tenderFilters.ts","3","193"
"src\presentation\components\analytics\enhanced\EnhancedDashboardLayout.tsx","EnhancedDashboardLayout.tsx","3","390"
"src\presentation\components\analytics\enhanced\QuickActionsBar.tsx","QuickActionsBar.tsx","3","320"
"src\presentation\components\ui\layout\Sidebar.tsx","Sidebar.tsx","3","287"
"src\presentation\pages\Projects\ProjectsPage.tsx","ProjectsPage.tsx","3","280"
"src\shared\utils\tender\tenderFormValidators.ts","tenderFormValidators.ts","3","288"
"src\application\services\projectCost\projectCostStorage.ts","projectCostStorage.ts","3","46"
"src\types\risk.ts","risk.ts","3","331"
"src\presentation\components\security\BackupManager.tsx","BackupManager.tsx","3","424"
"src\application\hooks\useKPIs.ts","useKPIs.ts","3","203"
"src\application\hooks\useProjectsManagementData.ts","useProjectsManagementData.ts","3","90"
"src\application\services\data\TenderAnalyticsService.ts","TenderAnalyticsService.ts","3","310"
"src\application\services\taskManagementService.ts","taskManagementService.ts","3","101"
"src\pricing\snapshotModel.ts","snapshotModel.ts","3","90"
"src\application\services\performanceOptimizationService.ts","performanceOptimizationService.ts","3","9"
"src\repository\providers\project.local.ts","project.local.ts","3","174"
"src\application\hooks\useQuantityFormatter.ts","useQuantityFormatter.ts","3","195"
"src\application\services\systemIntegrationService.ts","systemIntegrationService.ts","3","9"
"src\infrastructure\repositories\pricing\BOQSyncRepository.ts","BOQSyncRepository.ts","3","316"
"src\infrastructure\repositories\pricing\TenderStatusRepository.ts","TenderStatusRepository.ts","3","138"
"src\shared\utils\storage\backupManager.ts","backupManager.ts","3","525"
"src\domain\services\ProjectFinancialService.ts","ProjectFinancialService.ts","3","155"
"src\application\services\data\RelationshipService.ts","RelationshipService.ts","3","302"
"src\utils\eventManager.ts","eventManager.ts","3","407"
"src\repository\enhancedProject.repository.ts","enhancedProject.repository.ts","3","83"
"src\shared\utils\tender\tenderStatusMigration.ts","tenderStatusMigration.ts","3","186"
"src\types\evm.ts","evm.ts","3","404"
"src\types\decisionSupport.ts","decisionSupport.ts","3","285"
"src\application\hooks\useDomainPricingEngine.ts","useDomainPricingEngine.ts","3","207"
"src\application\hooks\useCurrencyRates.ts","useCurrencyRates.ts","3","133"
"src\presentation\pages\Financial\components\BankAccounts.tsx","BankAccounts.tsx","3","494"
"src\presentation\pages\Projects\components\hooks\useProjectData.ts","useProjectData.ts","3","150"
"src\presentation\components\ui\skeleton.tsx","skeleton.tsx","3","13"
"src\presentation\pages\Financial\components\FinancialReports.tsx","FinancialReports.tsx","3","630"
"src\shared\utils\eventManager.ts","eventManager.ts","3","419"
"src\presentation\components\navigation\Sidebar.tsx","Sidebar.tsx","3","475"
"src\presentation\components\ui\popover.tsx","popover.tsx","3","39"
"src\application\services\bidComparisonService.ts","bidComparisonService.ts","3","1822"
"src\presentation\components\competitive\BidComparison.tsx","BidComparison.tsx","3","1020"
"src\presentation\components\competitive\CompetitorDatabase.tsx","CompetitorDatabase.tsx","3","904"
"src\presentation\components\layout\Sidebar.tsx","Sidebar.tsx","3","1"
"src\presentation\components\ui\slider.tsx","slider.tsx","3","58"
"src\presentation\components\onboarding\OnboardingTour.tsx","OnboardingTour.tsx","3","425"
"src\presentation\components\financial\ProfitabilityAnalysis.tsx","ProfitabilityAnalysis.tsx","3","624"
"src\presentation\pages\Projects\components\shared\FinancialMetricsCard.tsx","FinancialMetricsCard.tsx","3","127"
"src\application\navigation\NavigationProvider.tsx","NavigationProvider.tsx","3","454"
"src\presentation\components\competitive\DecisionSupport.tsx","DecisionSupport.tsx","3","638"
"src\presentation\components\ui\radio-group.tsx","radio-group.tsx","3","39"
"src\presentation\components\projects\ProjectTabs.tsx","ProjectTabs.tsx","4","163"
"src\shared\utils\pricing\priceOptimization.ts","priceOptimization.ts","4","557"
"src\shared\types\qualityAssurance.ts","qualityAssurance.ts","4","153"
"src\shared\utils\analytics\historicalComparison.ts","historicalComparison.ts","4","41"
"src\application\hooks\useProjectCosts.ts","useProjectCosts.ts","4","188"
"src\presentation\components\CostBreakdown\CostBreakdown.tsx","CostBreakdown.tsx","4","268"
"src\application\services\kpiCalculationEngine.ts","kpiCalculationEngine.ts","4","9"
"src\application\navigation\navigationSchema.ts","navigationSchema.ts","4","538"
"src\application\providers\CompanySettingsProvider.tsx","CompanySettingsProvider.tsx","4","187"
"src\presentation\components\toast\useToast.ts","useToast.ts","4","148"
"src\presentation\components\ui\ActionButtons.tsx","ActionButtons.tsx","4","159"
"src\database\database.ts","database.ts","4","24"
"src\repository\providers\project\ProjectCRUDRepository.ts","ProjectCRUDRepository.ts","4","277"
"src\shared\utils\ml\historicalComparison.ts","historicalComparison.ts","4","991"
"src\application\services\procurementCostIntegrationService.ts","procurementCostIntegrationService.ts","4","9"
"src\application\stores\projectCostStore.ts","projectCostStore.ts","4","364"
"src\infrastructure\storage\modules\PricingStorage.ts","PricingStorage.ts","4","281"
"src\application\services\profitabilityAnalysisService.ts","profitabilityAnalysisService.ts","4","1129"
"src\shared\utils\tender\tenderStatusHelpers.ts","tenderStatusHelpers.ts","4","229"
"src\presentation\pages\Projects\components\hooks\useProjectCosts.ts","useProjectCosts.ts","4","194"
"src\utils\historicalComparison.ts","historicalComparison.ts","4","991"
"src\shared\utils\tender\tenderNotifications.ts","tenderNotifications.ts","4","463"
"src\utils\priceOptimization.ts","priceOptimization.ts","4","545"
"src\presentation\components\automation\QualityAssurance.tsx","QualityAssurance.tsx","4","482"
"src\shared\utils\tender\tenderProgressCalculator.ts","tenderProgressCalculator.ts","4","318"
"src\application\services\projectReportingService.ts","projectReportingService.ts","4","248"
"src\presentation\components\analytics\enhanced\EnhancedKPICard.tsx","EnhancedKPICard.tsx","4","275"
"src\presentation\components\toast\ToastContainer.tsx","ToastContainer.tsx","4","108"
"src\infrastructure\storage\adapters\ElectronAdapter.ts","ElectronAdapter.ts","4","223"
"src\presentation\components\analytics\HistoricalComparison.tsx","HistoricalComparison.tsx","4","589"
"src\application\hooks\useKeyboardShortcuts.ts","useKeyboardShortcuts.ts","4","43"
"src\types\qualityAssurance.ts","qualityAssurance.ts","4","1018"
"src\infrastructure\storage\adapters\LocalStorageAdapter.ts","LocalStorageAdapter.ts","4","225"
"src\config\performance.config.ts","performance.config.ts","5","353"
"src\config\confirmationMessages.ts","confirmationMessages.ts","5","25"
"src\shared\config\performance.config.ts","performance.config.ts","5","348"
"src\presentation\components\procurement\SupplierManagement.tsx","SupplierManagement.tsx","5","681"
"src\application\services\procurementReportingService.ts","procurementReportingService.ts","5","9"
"src\types\change.ts","change.ts","5","310"
"src\repository\project.repository.ts","project.repository.ts","5","12"
"src\stores\tenderPricingStore.ts","tenderPricingStore.ts","5","658"
"src\shared\config\confirmationMessages.ts","confirmationMessages.ts","5","62"
"src\presentation\components\ui\tooltip.tsx","tooltip.tsx","5","27"
"src\utils\dataImport.ts","dataImport.ts","5","598"
"src\shared\utils\tender\tenderFormDefaults.ts","tenderFormDefaults.ts","5","284"
"src\shared\utils\security\secureStore.ts","secureStore.ts","5","120"
"src\presentation\pages\Projects\components\hooks\useProjectAttachments.ts","useProjectAttachments.ts","5","254"
"src\presentation\pages\Financial\components\Invoices.tsx","Invoices.tsx","5","469"
"src\application\hooks\useProjectAttachments.ts","useProjectAttachments.ts","5","217"
"src\presentation\pages\Projects\components\hooks\useBOQSync.ts","useBOQSync.ts","5","264"
"src\shared\utils\data\dataImport.ts","dataImport.ts","5","597"
"src\stores\boqStore.ts","boqStore.ts","5","341"
"src\presentation\pages\Projects\components\shared\ProjectProgressBar.tsx","ProjectProgressBar.tsx","5","76"
"src\utils\secureStore.ts","secureStore.ts","5","120"
"src\domain\entities\snapshot.ts","snapshot.ts","5","3"
"src\application\services\security\security\encryption.service.ts","encryption.service.ts","6","334"
"src\presentation\pages\Settings\components\BankStatementProcessor.tsx","BankStatementProcessor.tsx","6","36"
"src\presentation\components\ui\switch.tsx","switch.tsx","6","28"
"src\application\services\purchaseOrderService.ts","purchaseOrderService.ts","6","500"
"src\presentation\pages\Projects\components\shared\ProjectStatusBadge.tsx","ProjectStatusBadge.tsx","6","55"
"src\presentation\components\pricing\tender-pricing-process\components\CostSectionCard.tsx","CostSectionCard.tsx","6","455"
"src\application\services\security\audit.service.ts","audit.service.ts","6","360"
"src\presentation\pages\Projects\components\hooks\useProjectFormatters.ts","useProjectFormatters.ts","6","131"
"src\application\hooks\useProjectFormatters.ts","useProjectFormatters.ts","6","170"
"src\application\hooks\useExpenses.ts","useExpenses.ts","6","241"
"src\application\services\security\backup.service.ts","backup.service.ts","6","435"
"src\presentation\pages\Financial\components\BankStatementProcessor.tsx","BankStatementProcessor.tsx","6","598"
"src\shared\utils\ml\predictionModels.ts","predictionModels.ts","6","421"
"src\application\services\security\security\audit.service.ts","audit.service.ts","6","361"
"src\application\hooks\useBOQ.ts","useBOQ.ts","6","406"
"src\application\services\security\encryption.service.ts","encryption.service.ts","6","322"
"src\shared\types\quality.ts","quality.ts","6","88"
"src\application\services\data\PurchaseOrderService.ts","PurchaseOrderService.ts","6","226"
"src\application\services\supplierManagementService.ts","supplierManagementService.ts","6","9"
"src\types\quality.ts","quality.ts","6","518"
"src\presentation\pages\Tenders\TenderPricing\components\CostSectionCard.tsx","CostSectionCard.tsx","6","80"
"src\presentation\pages\Tenders\TenderPricing\components\PricingRow.tsx","PricingRow.tsx","6","166"
"src\application\services\security\security\backup.service.ts","backup.service.ts","6","439"
"src\shared\config\themes.config.ts","themes.config.ts","7","466"
"src\shared\utils\storage\storageSchema.ts","storageSchema.ts","7","581"
"src\application\services\projectCost\projectCostTypes.ts","projectCostTypes.ts","7","119"
"src\application\hooks\useProjects.ts","useProjects.ts","7","147"
"src\shared\config\design\themes.config.ts","themes.config.ts","7","432"
"src\utils\storageSchema.ts","storageSchema.ts","7","547"
"src\config\design\themes.config.ts","themes.config.ts","7","432"
"src\presentation\pages\Projects\components\shared\QuickActions.tsx","QuickActions.tsx","7","55"
"src\config\themes.config.ts","themes.config.ts","7","466"
"src\infrastructure\repositories\pricing\PricingOrchestrator.ts","PricingOrchestrator.ts","7","430"
"src\application\services\projectBudgetService.ts","projectBudgetService.ts","7","54"
"src\infrastructure\storage\core\StorageManager.ts","StorageManager.ts","7","644"
"src\presentation\pages\Projects\components\Clients.tsx","Clients.tsx","7","18"
"src\application\providers\ThemeProvider.tsx","ThemeProvider.tsx","8","362"
"src\utils\pricingConstants.ts","pricingConstants.ts","8","41"
"src\application\context\ThemeProvider.tsx","ThemeProvider.tsx","8","8"
"src\data\expenseCategories.ts","expenseCategories.ts","8","565"
"src\presentation\components\charts\EChart.tsx","EChart.tsx","8","161"
"src\shared\constants\pricingConstants.ts","pricingConstants.ts","8","56"
"src\application\services\security\permissions.service.ts","permissions.service.ts","8","423"
"src\api\endpoints\procurement.ts","procurement.ts","8","329"
"src\application\services\security\security\permissions.service.ts","permissions.service.ts","8","349"
"src\presentation\components\ui\separator.tsx","separator.tsx","8","28"
"src\presentation\components\notification\Notification.tsx","Notification.tsx","8","273"
"src\presentation\components\ui\confirmation-dialog.tsx","confirmation-dialog.tsx","9","185"
"src\application\services\projectAutoCreation.ts","projectAutoCreation.ts","9","232"
"src\utils\normalizePricing.ts","normalizePricing.ts","9","459"
"src\shared\utils\pricing\normalizePricing.ts","normalizePricing.ts","9","482"
"src\types\templates.ts","templates.ts","9","93"
"src\shared\types\templates.ts","templates.ts","9","95"
"src\types\tasks.ts","tasks.ts","9","205"
"src\presentation\components\ui\alert-dialog.tsx","alert-dialog.tsx","10","135"
"src\application\services\competitiveService.ts","competitiveService.ts","10","720"
"src\shared\utils\ui\statusColors.ts","statusColors.ts","10","138"
"src\utils\fileUploadService.ts","fileUploadService.ts","10","205"
"src\presentation\components\ui\dropdown-menu.tsx","dropdown-menu.tsx","10","190"
"src\utils\statusColors.ts","statusColors.ts","10","130"
"src\shared\utils\fileUploadService.ts","fileUploadService.ts","10","273"
"src\domain\selectors\financialMetrics.ts","financialMetrics.ts","10","737"
"src\application\stores\tenderListStoreAdapter.ts","tenderListStoreAdapter.ts","10","336"
"src\presentation\components\ui\checkbox.tsx","checkbox.tsx","11","29"
"src\presentation\components\pricing\tender-pricing-process\components\PricingView.tsx","PricingView.tsx","11","442"
"src\application\hooks\useDevelopment.ts","useDevelopment.ts","11","90"
"src\shared\utils\ml\analyticsUtils.ts","analyticsUtils.ts","12","32"
"src\shared\utils\analytics\analyticsUtils.ts","analyticsUtils.ts","12","523"
"src\utils\analyticsUtils.ts","analyticsUtils.ts","12","526"
"src\utils\desktopSecurity.ts","desktopSecurity.ts","12","342"
"src\shared\utils\security\desktopSecurity.ts","desktopSecurity.ts","12","373"
"src\application\services\RepositoryProvider.tsx","RepositoryProvider.tsx","12","54"
"src\utils\pricingHelpers.ts","pricingHelpers.ts","13","283"
"src\application\services\pricingService.ts","pricingService.ts","13","25"
"src\styles\design-system.ts","design-system.ts","13","426"
"src\shared\types\integration.ts","integration.ts","13","386"
"src\types\integration.ts","integration.ts","13","402"
"src\shared\utils\pricing\pricingHelpers.ts","pricingHelpers.ts","13","378"
"src\domain\selectors\tenderSelectors.ts","tenderSelectors.ts","13","589"
"src\application\services\pricingEngine.ts","pricingEngine.ts","14","284"
"src\presentation\pages\Financial\components\Budgets.tsx","Budgets.tsx","14","539"
"src\domain\services\pricingEngine.ts","pricingEngine.ts","14","85"
"src\presentation\components\ui\inline-alert.tsx","inline-alert.tsx","15","104"
"src\config\design\tokens.config.ts","tokens.config.ts","15","461"
"src\shared\config\design\tokens.config.ts","tokens.config.ts","15","458"
"src\config\tokens.config.ts","tokens.config.ts","15","560"
"src\shared\config\tokens.config.ts","tokens.config.ts","15","560"
"src\domain\model.ts","model.ts","17","136"
"src\shared\utils\ui\designTokens.ts","designTokens.ts","17","180"
"src\utils\designTokens.ts","designTokens.ts","17","176"
"src\application\services\analyticsService.ts","analyticsService.ts","17","521"
"src\presentation\components\ui\table.tsx","table.tsx","18","92"
"src\application\hooks\useCurrencyFormatter.ts","useCurrencyFormatter.ts","22","133"
"src\utils\auditLog.ts","auditLog.ts","23","176"
"src\shared\utils\storage\auditLog.ts","auditLog.ts","23","177"
"src\presentation\components\ui\status-badge.tsx","status-badge.tsx","24","386"
"src\presentation\components\ui\calendar.tsx","calendar.tsx","25","72"
"src\main.tsx","main.tsx","25","100"
"src\presentation\components\ui\textarea.tsx","textarea.tsx","26","18"
"src\domain\contracts\metrics.ts","metrics.ts","26","142"
"src\presentation\components\layout\PageLayout.tsx","PageLayout.tsx","26","2"
"src\presentation\components\ui\layout\PageLayout.tsx","PageLayout.tsx","26","514"
"src\utils\helpers.ts","helpers.ts","27","323"
"src\shared\utils\helpers.ts","helpers.ts","27","345"
"src\shared\types\competitive.ts","competitive.ts","31","331"
"src\types\competitive.ts","competitive.ts","31","604"
"src\shared\types\contracts.ts","contracts.ts","33","261"
"src\types\contracts.ts","contracts.ts","33","267"
"src\api\client.ts","client.ts","34","306"
"src\shared\utils\formatters\formatters.ts","formatters.ts","38","408"
"src\utils\formatters.ts","formatters.ts","38","385"
"src\presentation\components\pricing\tender-pricing-process\constants.ts","constants.ts","42","75"
"src\shared\constants\storageKeys.ts","storageKeys.ts","43","112"
"src\config\storageKeys.ts","storageKeys.ts","43","105"
"src\application\services\serviceRegistry.ts","serviceRegistry.ts","44","205"
"src\presentation\components\ui\label.tsx","label.tsx","45","21"
"src\presentation\components\ui\select.tsx","select.tsx","46","170"
"src\events\bus.ts","bus.ts","47","79"
"src\presentation\components\ui\progress.tsx","progress.tsx","50","28"
"src\utils\cn.ts","cn.ts","53","6"
"src\shared\utils\cn.ts","cn.ts","53","6"
"src\presentation\components\alert\Alert.tsx","Alert.tsx","54","202"
"src\presentation\components\ui\alert.tsx","alert.tsx","54","60"
"src\presentation\components\ui\dialog.tsx","dialog.tsx","56","120"
"src\presentation\components\ui\input.tsx","input.tsx","57","21"
"src\types\projects.ts","projects.ts","58","341"
"src\presentation\components\ui\tabs.tsx","tabs.tsx","58","58"
"src\shared\types\projects.ts","projects.ts","58","338"
"src\api\endpoints\projects.ts","projects.ts","58","299"
"src\presentation\types\projects.ts","projects.ts","58","3"
"src\config\currency.ts","currency.ts","61","13"
"src\shared\types\analytics.ts","analytics.ts","61","397"
"src\shared\types\boq.ts","boq.ts","61","66"
"src\types\analytics.ts","analytics.ts","61","397"
"src\shared\config\currency.ts","currency.ts","61","13"
"src\types\boq.ts","boq.ts","61","66"
"src\api\endpoints\tenders.ts","tenders.ts","62","276"
"src\presentation\components\toast\Toast.tsx","Toast.tsx","67","289"
"src\api\config.ts","config.ts","81","395"
"src\presentation\components\ui\layout\Header.tsx","Header.tsx","108","245"
"src\presentation\components\layout\Header.tsx","Header.tsx","108","1"
"src\data\centralData.ts","centralData.ts","114","630"
"src\presentation\components\ui\badge.tsx","badge.tsx","118","48"
"src\presentation\components\ui\form.tsx","form.tsx","132","86"
"src\presentation\components\ui\button.tsx","button.tsx","138","50"
"src\presentation\components\ui\card.tsx","card.tsx","158","71"
"src\shared\types\pricing.ts","pricing.ts","163","86"
"src\types\pricing.ts","pricing.ts","163","113"
"src\shared\utils\storage\storage.ts","storage.ts","166","1314"
"src\utils\storage.ts","storage.ts","166","1282"
"src\presentation\pages\Tenders\TenderPricing\types.ts","types.ts","201","144"
"src\presentation\components\tenders\TenderDetails\types.ts","types.ts","201","97"
"src\infrastructure\storage\core\types.ts","types.ts","201","236"
"src\application\services\projectAutoCreation\types.ts","types.ts","201","43"
"src\presentation\components\pricing\tender-pricing-process\types.ts","types.ts","201","130"
"src\application\services\projectBudget\types.ts","types.ts","201","114"
"src\api\types.ts","types.ts","201","279"
"src\repository\types.ts","types.ts","201","12"
"src\presentation\components\ui\utils.ts","utils.ts","233","1"
"src\App.tsx","App.tsx","337","45"
